1,2,2,15,37,1,3,3,0,1,0
1,2,6,57,57,3,1,3,0,1,0
1,2,9,44,30,1,2,3,0,1,0
1,2,9,47,29,2,1,2,0,1,0
1,2,9,53,13,1,3,3,0,1,0
1,2,9,53,45,3,2,3,0,1,0
1,2,9,53,57,2,1,2,0,1,0
1,2,10,4,23,1,5,3,0,1,0
1,2,10,18,20,5,5,3,0,1,0
1,2,10,18,33,5,5,3,0,0,0
1,2,10,18,37,5,3,3,0,0,0
1,2,10,34,0,3,5,3,0,0,0
1,2,10,34,21,5,1,3,0,0,0
1,2,11,18,8,1,5,3,0,0,0
1,2,11,19,18,5,5,3,0,0,0
1,2,11,19,41,5,2,3,0,1,0
1,2,11,19,46,2,1,2,0,1,0
1,2,11,20,48,1,7,3,0,1,0
1,2,11,22,2,7,7,3,0,1,0
1,2,11,22,6,7,1,3,0,1,0
1,2,12,12,0,1,6,3,0,1,0
1,2,12,29,49,6,6,3,0,1,1
1,2,12,35,59,6,6,3,0,1,0
1,2,12,36,18,6,6,3,0,1,1
1,2,12,36,30,6,3,3,0,1,0
1,2,13,43,21,3,1,3,0,1,0
1,2,13,50,1,1,3,3,0,1,0
1,2,13,52,26,3,1,3,0,1,0
1,2,14,38,46,1,6,3,0,1,0
1,2,13,24,20,6,6,3,0,1,1
1,2,13,24,21,6,6,3,0,1,0
1,2,13,24,23,6,3,3,0,1,1
1,2,15,36,21,3,1,3,0,1,1
1,2,15,59,15,1,6,3,0,1,1
1,2,13,26,38,6,6,3,0,1,0
1,2,13,26,51,6,6,3,0,1,1
1,2,13,27,6,6,6,3,0,1,0
1,2,13,27,7,6,1,3,0,1,1
1,2,16,22,4,1,3,3,0,1,1
1,2,17,1,31,3,1,3,0,1,1
1,2,17,39,26,1,7,3,0,1,1
1,2,18,10,8,7,7,3,0,1,1
1,2,18,10,18,7,5,3,0,1,1
1,2,18,10,25,5,5,3,0,1,1
1,2,17,8,48,5,5,3,0,0,1
1,2,17,8,53,5,5,3,0,1,1
1,2,18,10,28,5,1,3,0,1,1
1,2,18,11,53,1,2,3,0,1,1
1,2,18,15,26,2,5,2,0,1,1
1,2,18,16,6,5,1,3,0,1,1
1,2,18,17,0,1,5,3,0,1,1
1,2,18,17,13,5,1,3,0,1,1
1,2,18,25,31,1,5,3,0,1,1
1,2,18,27,57,5,5,3,0,1,1
1,2,18,39,27,5,2,3,0,0,1
1,2,18,39,33,2,1,2,0,0,1
1,2,18,58,25,1,5,3,0,0,1
1,2,19,1,25,5,5,3,0,0,1
1,2,19,1,25,5,5,3,0,1,1
1,2,19,1,29,5,5,3,0,1,1
1,2,19,1,31,5,5,3,0,0,1
1,2,19,1,32,5,1,3,0,0,1
1,2,19,1,39,1,2,3,0,0,1
1,2,19,36,5,2,1,2,0,0,1
1,2,19,36,42,1,2,3,0,0,1
1,2,19,37,12,2,1,2,0,0,1
1,2,19,49,27,1,2,3,0,0,1
